scaffold,n_molecules,mean_reward,max_reward,min_reward,std_reward
c1ccoc1,1,2.100189208984375,2.100189208984375,2.100189208984375,
[CH]1COCO1,10,2.0958085298538207,2.1466474533081055,2.022325277328491,0.04501909219856013
,76,2.0655811491765474,2.201549530029297,2.0077130794525146,0.047372024988667
C1COCO1,10,2.0645241260528566,2.15478253364563,2.008047342300415,0.04810353699046983
C1COCN1,3,2.048823674519857,2.072695255279541,2.0250797271728516,0.02380802064296316
